Onderwerpen, Totale oppervlakte, Agrarisch terrein
Regio's, Perioden, ha, ha
Westland, 2006, 9059, 4932
Westland, 2008, 9059, 4995
Westland, 2010, 9059, 4990
Westland, 2012, 9074, 4811
Westland, 2015, 9074, 4821
Weststellingwerf, 1996, 22836, 18853
Weststellingwerf, 2000, 22836, 18685
Weststellingwerf, 2003, 22836, 18587
Weststellingwerf, 2006, 22836, 18519
Weststellingwerf, 2008, 22836, 18468
Weststellingwerf, 2010, 22836, 18386
Weststellingwerf, 2012, 22845, 18601
Weststellingwerf, 2015, 22845, 18234
Westvoorne, 1996, 9752, 2996
Westvoorne, 2000, 9752, 2975
Westvoorne, 2003, 9752, 2958
Westvoorne, 2006, 9752, 2950
Westvoorne, 2008, 9752, 2954
Westvoorne, 2010, 9752, 2937
Westvoorne, 2012, 9748, 2901
Westvoorne, 2015, 9748, 2905
Wierden, 1996, 9681, 7675
Wierden, 2000, 9681, 7606
Wierden, 2003, 9562, 7509
Wierden, 2006, 9524, 7353
Wierden, 2008, 9524, 7344
Wierden, 2010, 9533, 7312
Wierden, 2012, 9539, 7285
Wierden, 2015, 9539, 7232
Wijchen, 1996, 6958, 4630
Wijchen, 2000, 6958, 4520
Wijchen, 2003, 6958, 4484
Wijchen, 2006, 6958, 4521
Wijchen, 2008, 6958, 4437
Wijchen, 2010, 6958, 4375
Wijchen, 2012, 6956, 4375
Wijchen, 2015, 6956, 4368
Wijdemeren, 1996, NaN, NaN
Wijdemeren, 2000, NaN, NaN
Wijdemeren, 2003, 7655, 2766
Wijdemeren, 2006, 7655, 2745
Wijdemeren, 2008, 7655, 2731
Wijdemeren, 2010, 7636, 2724
Wijdemeren, 2012, 7636, 2679
Wijdemeren, 2015, 7636, 2685
Wijk bij Duurstede, 1996, 5030, 3776
Wijk bij Duurstede, 2000, 5030, 3757
Wijk bij Duurstede, 2003, 5030, 3737
Wijk bij Duurstede, 2006, 5030, 3710
Wijk bij Duurstede, 2008, 5030, 3706
Wijk bij Duurstede, 2010, 5030, 3696
Wijk bij Duurstede, 2012, 5025, 3677
Wijk bij Duurstede, 2015, 5025, 3673
Winsum, 1996, 10253, 9483
Winsum, 2000, 10253, 9462
Winsum, 2003, 10253, 9413
Winsum, 2006, 10253, 9407
Winsum, 2008, 10253, 9410
Winsum, 2010, 10253, 9404
Winsum, 2012, 10253, 9368
Winsum, 2015, 10253, 9366
Winterswijk, 1996, 13881, 10620
Winterswijk, 2000, 13880, 10500
Winterswijk, 2003, 13880, 10557
Winterswijk, 2006, 13880, 10571
Winterswijk, 2008, 13880, 10575
Winterswijk, 2010, 13880, 10548
Winterswijk, 2012, 13882, 10521
Winterswijk, 2015, 13882, 10401
Woensdrecht, 1996, 4511, 2140
Woensdrecht, 2000, 9199, 4260
Woensdrecht, 2003, 9199, 4282
Woensdrecht, 2006, 9199, 4255
Woensdrecht, 2008, 9199, 4219
Woensdrecht, 2010, 9199, 4232
Woensdrecht, 2012, 9197, 4248
Woensdrecht, 2015, 9197, 4246
Woerden, 1996, 6914, 5477
Woerden, 2000, 6914, 5401
Woerden, 2003, 9289, 7392
Woerden, 2006, 9289, 7364
Woerden, 2008, 9289, 7335
Woerden, 2010, 9289, 7315
Woerden, 2012, 9292, 7307
Woerden, 2015, 9292, 7192
De Wolden, 1996, NaN, NaN
De Wolden, 2000, 22636, 18833
De Wolden, 2003, 22635, 18821
De Wolden, 2006, 22635, 18776
De Wolden, 2008, 22635, 18782
De Wolden, 2010, 22635, 18712
De Wolden, 2012, 22635, 18619
De Wolden, 2015, 22635, 18516
Wormerland, 1996, 4514, 3317
Wormerland, 2000, 4514, 3319
Wormerland, 2003, 4514, 3294
Wormerland, 2006, 4514, 3283
Wormerland, 2008, 4514, 3237
Wormerland, 2010, 4514, 3224
Wormerland, 2012, 4518, 3228
Wormerland, 2015, 4518, 3239
Woudenberg, 1996, 3672, 2354
Woudenberg, 2000, 3672, 2338
Woudenberg, 2003, 3672, 2327
Woudenberg, 2006, 3672, 2315
Woudenberg, 2008, 3672, 2296
Woudenberg, 2010, 3672, 2292
Woudenberg, 2012, 3682, 2292
Woudenberg, 2015, 3682, 2288
Woudrichem, 1996, 5165, 4180
Woudrichem, 2000, 5165, 4087
Woudrichem, 2003, 5165, 4128
Woudrichem, 2006, 5165, 4096
Woudrichem, 2008, 5165, 4088
Woudrichem, 2010, 5165, 4065
Woudrichem, 2012, 5170, 4056
Woudrichem, 2015, 5170, 4047
Zaanstad, 1996, 8305, 3797
Zaanstad, 2000, 8305, 3584
Zaanstad, 2003, 8304, 3537
Zaanstad, 2006, 8304, 3450
Zaanstad, 2008, 8304, 3471
Zaanstad, 2010, 8304, 3635
Zaanstad, 2012, 8324, 3647
Zaanstad, 2015, 8324, 3597
Zaltbommel, 1996, 1153, 521
Zaltbommel, 2000, 8906, 6399
Zaltbommel, 2003, 8906, 6398
Zaltbommel, 2006, 8906, 6395
Zaltbommel, 2008, 8906, 6290
Zaltbommel, 2010, 8906, 6280
Zaltbommel, 2012, 8904, 6169
Zaltbommel, 2015, 8904, 5958
Zandvoort, 1996, 4434, 5
Zandvoort, 2000, 4434, 5
Zandvoort, 2003, 4434, 10
Zandvoort, 2006, 4434, 11
Zandvoort, 2008, 4434, 11
Zandvoort, 2010, 4434, 11
Zandvoort, 2012, 4397, 10
Zandvoort, 2015, 4397, 10
Zederik, 1996, 7649, 6644
Zederik, 2000, 7649, 6610
Zederik, 2003, 7649, 6561
Zederik, 2006, 7649, 6515
Zederik, 2008, 7649, 6506
Zederik, 2010, 7649, 6487
Zederik, 2012, 7650, 6501
Zederik, 2015, 7650, 6469
Zeevang, 1996, 5523, 3500
Zeevang, 2000, 5523, 3497
Zeevang, 2003, 5523, 3478
Zeevang, 2006, 5523, 3459
Zeevang, 2008, 5523, 3461
Zeevang, 2010, 5523, 3457
Zeevang, 2012, 5521, 3453
Zeevang, 2015, 5521, 3446
Zeewolde, 1996, 26897, 17909
Zeewolde, 2000, 26897, 17641
Zeewolde, 2003, 26897, 17588
Zeewolde, 2006, 26897, 17315
Zeewolde, 2008, 26897, 17298
Zeewolde, 2010, 26897, 17252
Zeewolde, 2012, 26886, 17263
Zeewolde, 2015, 26886, 17239
Zeist, 1996, 4864, 617
Zeist, 2000, 4864, 609
Zeist, 2003, 4864, 657
Zeist, 2006, 4864, 607
Zeist, 2008, 4864, 603
Zeist, 2010, 4864, 602
Zeist, 2012, 4865, 604
Zeist, 2015, 4865, 599
Zevenaar, 1996, 2765, 1894
Zevenaar, 2000, 2765, 1866
Zevenaar, 2003, 2765, 1826
Zevenaar, 2006, 5813, 3923
Zevenaar, 2008, 5802, 3884
Zevenaar, 2010, 5802, 3815
Zevenaar, 2012, 5800, 3817
Zevenaar, 2015, 5800, 3805
Zoetermeer, 1996, 3705, 1138
Zoetermeer, 2000, 3705, 953
Zoetermeer, 2003, 3706, 853
Zoetermeer, 2006, 3706, 753
Zoetermeer, 2008, 3706, 732
Zoetermeer, 2010, 3706, 711
Zoetermeer, 2012, 3705, 707
Zoetermeer, 2015, 3705, 700
Zoeterwoude, 1996, 2191, 1777
Zoeterwoude, 2000, 2191, 1769
Zoeterwoude, 2003, 2191, 1764
Zoeterwoude, 2006, 2191, 1770
Zoeterwoude, 2008, 2191, 1756
Zoeterwoude, 2010, 2191, 1755
Zoeterwoude, 2012, 2196, 1759
Zoeterwoude, 2015, 2196, 1753
Zuidhorn, 1996, 12837, 11531
Zuidhorn, 2000, 12837, 11405
Zuidhorn, 2003, 12837, 11434
Zuidhorn, 2006, 12837, 11434
Zuidhorn, 2008, 12837, 11417
Zuidhorn, 2010, 12837, 11395
Zuidhorn, 2012, 12837, 11404
Zuidhorn, 2015, 12837, 11395
Zuidplas, 1996, NaN, NaN
Zuidplas, 2000, NaN, NaN
Zuidplas, 2003, NaN, NaN
Zuidplas, 2006, NaN, NaN
Zuidplas, 2008, NaN, NaN
Zuidplas, 2010, 6236, 4457
Zuidplas, 2012, 6242, 4140
Zuidplas, 2015, 6405, 4134
Zundert, 1996, 8938, 7341
Zundert, 2000, 12075, 9834
Zundert, 2003, 12075, 9787
Zundert, 2006, 12075, 9795
Zundert, 2008, 12075, 9784
Zundert, 2010, 12075, 9700
Zundert, 2012, 12121, 9641
Zundert, 2015, 12121, 9561
Zutphen, 1996, 2537, 1216
Zutphen, 2000, 2539, 1147
Zutphen, 2003, 2539, 1140
Zutphen, 2006, 4284, 2017
Zutphen, 2008, 4284, 2016
Zutphen, 2010, 4284, 1991
Zutphen, 2012, 4293, 1948
Zutphen, 2015, 4293, 1959
Zwartewaterland, 1996, NaN, NaN
Zwartewaterland, 2000, NaN, NaN
Zwartewaterland, 2003, 8791, 6926
Zwartewaterland, 2006, 8791, 6906
Zwartewaterland, 2008, 8791, 6898
Zwartewaterland, 2010, 8791, 6845
Zwartewaterland, 2012, 8786, 6840
Zwartewaterland, 2015, 8786, 6773
Zwijndrecht, 1996, 1638, 296
Zwijndrecht, 2000, 1638, 291
Zwijndrecht, 2003, 2277, 620
Zwijndrecht, 2006, 2277, 608
Zwijndrecht, 2008, 2277, 581
Zwijndrecht, 2010, 2277, 637
Zwijndrecht, 2012, 2277, 610
Zwijndrecht, 2015, 2277, 546
Zwolle, 1996, 10117, 5840
Zwolle, 2000, 10117, 5477
Zwolle, 2003, 11928, 6976
Zwolle, 2006, 11928, 6826
Zwolle, 2008, 11928, 6788
Zwolle, 2010, 11928, 6695
Zwolle, 2012, 11936, 6684
Zwolle, 2015, 11936, 6521
� Centraal Bureau voor de Statistiek, Den Haag/Heerlen 8-1-2019
